r,C_aq,O_aq
0.25,0.0001495327972,0.01535230329
0.297979798,1.403824063e-05,0.01085862563
0.345959596,7.813717594e-06,0.01149735339
0.3939393939,6.85188496e-06,0.01195658587
0.4419191919,6.283018963e-06,0.01204436561
0.4898989899,5.80259867e-06,0.01205561712
0.5378787879,5.384156939e-06,0.01205682054
0.5858585859,5.01063668e-06,0.01205692069
0.6338383838,4.674690711e-06,0.01205691349
0.6818181818,4.370787041e-06,0.01205689934
0.7297979798,4.094668812e-06,0.01205688759
0.7777777778,3.84292762e-06,0.01205687864
0.8257575758,3.612735752e-06,0.01205687198
0.8737373737,3.401698161e-06,0.01205686712
0.9217171717,3.20776084e-06,0.01205686362
0.9696969697,3.029146617e-06,0.01205686117
1.017676768,2.864307478e-06,0.01205685953
1.065656566,2.711887736e-06,0.01205685851
1.113636364,2.570694693e-06,0.01205685796
1.161616162,2.439674674e-06,0.01205685777
1.20959596,2.317893078e-06,0.01205685786
1.257575758,2.204517494e-06,0.01205685817
1.305555556,2.098803291e-06,0.01205685866
1.353535354,2.000081305e-06,0.01205685929
1.401515152,1.907747495e-06,0.01205686002
1.449494949,1.821254605e-06,0.01205686086
1.497474747,1.740167936e-06,0.01205686195
1.545454545,1.664053927e-06,0.01205686301
1.593434343,1.592474856e-06,0.01205686402
1.641414141,1.525042149e-06,0.01205686496
1.689393939,1.461411899e-06,0.01205686566
1.737373737,1.401278865e-06,0.01205686636
1.785353535,1.344369027e-06,0.01205686706
1.833333333,1.290437207e-06,0.01205686775
1.881313131,1.239263397e-06,0.01205686841
1.929292929,1.190649621e-06,0.01205686906
1.977272727,1.144417265e-06,0.01205686968
2.025252525,1.100404781e-06,0.01205687028
2.073232323,1.058465713e-06,0.01205687085
2.121212121,1.018466983e-06,0.01205687141
2.169191919,9.802874174e-07,0.01205687194
2.217171717,9.438164538e-07,0.01205687245
2.265151515,9.089530161e-07,0.01205687294
2.313131313,8.756045297e-07,0.01205687342
2.361111111,8.436860566e-07,0.01205687387
2.409090909,8.131195334e-07,0.01205687431
2.457070707,7.838330987e-07,0.01205687473
2.505050505,7.557604983e-07,0.01205687513
2.553030303,7.288405563e-07,0.01205687552
2.601010101,7.030167061e-07,0.01205687589
2.648989899,6.782365716e-07,0.01205687625
2.696969697,6.544515927e-07,0.0120568766
2.744949495,6.316166911e-07,0.01205687693
2.792929293,6.096899693e-07,0.01205687726
2.840909091,5.886324416e-07,0.01205687757
2.888888889,5.6840779e-07,0.01205687787
2.936868687,5.489821455e-07,0.01205687817
2.984848485,5.3032389e-07,0.01205687845
3.032828283,5.124034762e-07,0.01205687872
3.080808081,4.951932655e-07,0.01205687899
3.128787879,4.786673797e-07,0.01205687925
3.176767677,4.628015668e-07,0.0120568795
3.224747475,4.475730778e-07,0.01205687974
3.272727273,4.329605549e-07,0.01205687998
3.320707071,4.189439292e-07,0.01205688021
3.368686869,4.055043265e-07,0.01205688043
3.416666667,3.926239814e-07,0.01205688065
3.464646465,3.802861575e-07,0.01205688086
3.512626263,3.684750752e-07,0.01205688106
3.560606061,3.571758434e-07,0.01205688126
3.608585859,3.463743979e-07,0.01205688145
3.656565657,3.360574435e-07,0.01205688164
3.704545455,3.262124e-07,0.01205688183
3.752525253,3.168273527e-07,0.01205688201
3.800505051,3.078910058e-07,0.01205688218
3.848484848,2.993926387e-07,0.01205688235
3.896464646,2.913220657e-07,0.01205688252
3.944444444,2.836695972e-07,0.01205688268
3.992424242,2.76426004e-07,0.01205688284
4.04040404,2.695824834e-07,0.01205688299
4.088383838,2.631306268e-07,0.01205688314
4.136363636,2.570623897e-07,0.01205688329
4.184343434,2.513700626e-07,0.01205688344
4.232323232,2.460462438e-07,0.01205688358
4.28030303,2.410838134e-07,0.01205688371
4.328282828,2.364759087e-07,0.01205688385
4.376262626,2.322159006e-07,0.01205688398
4.424242424,2.282973715e-07,0.01205688411
4.472222222,2.247140943e-07,0.01205688423
4.52020202,2.214600126e-07,0.01205688436
4.568181818,2.185292219e-07,0.01205688448
4.616161616,2.159159524e-07,0.0120568846
4.664141414,2.136145525e-07,0.01205688471
4.712121212,2.116194743e-07,0.01205688483
4.76010101,2.099252595e-07,0.01205688494
4.808080808,2.085265277e-07,0.01205688505
4.856060606,2.074179648e-07,0.01205688515
4.904040404,2.06594314e-07,0.01205688526
4.952020202,2.060503673e-07,0.01205688536
5,2.057809587e-07,0.01205688547
