r,C_aq,O_aq
0.25,0.0001848784179,0.01877997962
0.297979798,1.483006323e-05,0.007661268635
0.345959596,8.396756026e-06,0.01188619987
0.3939393939,8.302293049e-06,0.01204472868
0.4419191919,8.360313082e-06,0.01205650125
0.4898989899,8.238886578e-06,0.01205729046
0.5378787879,7.991786516e-06,0.01205725372
0.5858585859,7.671098511e-06,0.01205717083
0.6338383838,7.310008338e-06,0.01205710198
0.6818181818,6.930210949e-06,0.01205704638
0.7297979798,6.546027785e-06,0.01205700214
0.7777777778,6.166775345e-06,0.01205696757
0.8257575758,5.798321825e-06,0.01205694077
0.8737373737,5.444195185e-06,0.01205692005
0.9217171717,5.106346036e-06,0.01205690405
0.9696969697,4.785660308e-06,0.01205689173
1.017676768,4.482303392e-06,0.01205688229
1.065656566,4.195949582e-06,0.01205687509
1.113636364,3.925929034e-06,0.01205686965
1.161616162,3.671311195e-06,0.01205686559
1.20959596,3.430937182e-06,0.01205686245
1.257575758,3.203429554e-06,0.01205685979
1.305555556,2.987403068e-06,0.01205685917
1.353535354,2.782465757e-06,0.01205685848
1.401515152,2.588185894e-06,0.01205685829
1.449494949,2.404110381e-06,0.01205685849
1.497474747,2.229779608e-06,0.01205685899
1.545454545,2.064740355e-06,0.01205685968
1.593434343,1.908556684e-06,0.01205686054
1.641414141,1.760905959e-06,0.01205686158
1.689393939,1.621403328e-06,0.01205686241
1.737373737,1.489672182e-06,0.01205686325
1.785353535,1.365372597e-06,0.01205686408
1.833333333,1.248197958e-06,0.01205686489
1.881313131,1.137869878e-06,0.01205686567
1.929292929,1.034133704e-06,0.01205686642
1.977272727,9.36754474e-07,0.01205686715
2.025252525,8.455132499e-07,0.01205686785
2.073232323,7.602023976e-07,0.01205686852
2.121212121,6.806231683e-07,0.01205686916
2.169191919,6.065835025e-07,0.01205686978
2.217171717,5.37895821e-07,0.01205687037
2.265151515,4.743750175e-07,0.01205687094
2.313131313,4.158368317e-07,0.0120568715
2.361111111,3.620967088e-07,0.01205687202
2.409090909,3.129690635e-07,0.01205687253
2.457070707,2.682668728e-07,0.01205687302
2.505050505,2.278015465e-07,0.01205687348
2.553030303,1.913830096e-07,0.01205687393
2.601010101,1.588199478e-07,0.01205687437
2.648989899,1.299201854e-07,0.01205687478
2.696969697,1.044911812e-07,0.01205687519
2.744949495,8.234062979e-08,0.01205687558
2.792929293,6.327716166e-08,0.01205687595
2.840909091,4.711113896e-08,0.01205687632
2.888888889,3.365555636e-08,0.01205687667
2.936868687,2.27270568e-08,0.01205687701
2.984848485,1.414710409e-08,0.01205687734
3.032828283,7.743373087e-09,0.01205687766
3.080808081,3.351487844e-09,0.01205687797
3.128787879,8.173581043e-10,0.01205687827
3.176767677,7.498297849e-13,0.01205687856
3.224747475,3.443457315e-16,0.01205687884
3.272727273,1.581692872e-19,0.01205687911
3.320707071,7.266784484e-23,0.01205687938
3.368686869,3.339276822e-26,0.01205687964
3.416666667,1.534793844e-29,0.01205687989
3.464646465,7.055580085e-33,0.01205688013
3.512626263,3.244129055e-36,0.01205688037
3.560606061,1.491914732e-39,0.0120568806
3.608585859,6.862276579e-43,0.01205688082
3.656565657,3.156957291e-46,0.01205688104
3.704545455,1.452591458e-49,0.01205688126
3.752525253,6.684834359e-53,0.01205688146
3.800505051,3.076864468e-56,0.01205688167
3.848484848,1.416429194e-59,0.01205688186
3.896464646,6.521514433e-63,0.01205688206
3.944444444,3.003084142e-66,0.01205688224
3.992424242,1.383089914e-69,0.01205688243
4.04040404,6.370825045e-73,0.01205688261
4.088383838,2.934957566e-76,0.01205688278
4.136363636,1.352282542e-79,0.01205688295
4.184343434,6.231479273e-83,0.01205688312
4.232323232,2.871915427e-86,0.01205688328
4.28030303,1.32375508e-89,0.01205688344
4.328282828,6.102361065e-93,0.0120568836
4.376262626,2.813463178e-96,0.01205688375
4.424242424,1.297288269e-99,0.0120568839
4.472222222,5.98249782e-103,0.01205688405
4.52020202,2.759169172e-106,0.01205688419
4.568181818,1.272690444e-109,0.01205688433
4.616161616,5.871038085e-113,0.01205688447
4.664141414,2.708654976e-116,0.0120568846
4.712121212,1.249793334e-119,0.01205688473
4.76010101,5.767233281e-123,0.01205688486
4.808080808,2.661587431e-126,0.01205688499
4.856060606,1.228448598e-129,0.01205688511
4.904040404,5.670422651e-133,0.01205688524
4.952020202,2.617672089e-136,0.01205688536
5,1.209093738e-139,0.01205688548
